#Cfactor 0.0275981977
Recipient TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs56A 18.776548 18.512058 19.40836 19.078511 19.064098 19.043852 20.129876 20.805493 20.286009 20.308658 21.553349 20.609789 19.637799 19.012411 18.8917 18.493127 18.755919 20.449307 20.209399 19.510157 18.591516 19.384888 23.696864 21.216925 19.900752 19.612484 19.723013 19.910816 19.191837 19.612029 19.859006 19.054991 20.060666 18.453465 18.818544 20.324532 22.421943 20.135858 20.670191 18.937426 21.755813 20.783007 20.744674 19.470133 20.079929 19.438364 25.80159 19.230315 20.958882 19.70464 19.844748 18.930573 18.957289 19.640857 20.217671 19.010578 20.610649 19.151808 19.307954 18.786142 20.93338 21.636225 18.694473 19.900729 19.798713 19.696025 20.306097 20.307173 20.441356 21.488027 20.796817 18.759968 18.89182 19.114509 20.671483 18.184821 0 19.091272 20.572558 20.088226 18.079072 19.836476 21.325167 18.364982 21.894407 19.60384 18.501799 19.511407 20.673833 19.923301 21.626381 19.39796 21.619029 19.789706 19.725886
TSs296 18.970503 18.376203 20.281377 22.580508 18.850265 22.935502 19.36193 19.27304 20.043804 19.351102 18.911693 19.318944 19.030022 18.84261 20.484991 18.327179 18.977935 19.155675 18.749232 21.428912 24.058352 19.080436 19.01379 19.733346 19.850426 20.336112 19.241385 22.466429 21.197826 18.529391 19.683856 21.426434 19.033521 23.675511 20.150523 19.541038 19.03024 19.32021 19.136599 19.251735 19.383678 20.014283 19.253268 20.622781 19.902809 19.564133 19.096838 19.276755 19.276725 19.363779 19.70686 22.18782 19.233529 19.106496 18.942837 19.460102 19.715733 20.873643 19.772764 21.541519 19.485103 19.549307 24.854156 19.163116 20.10132 20.540953 19.710649 19.155258 20.201443 18.953675 18.896258 20.1777 19.108222 20.923213 19.348576 20.599857 19.068103 0 22.270977 20.005103 22.011739 19.639912 18.650851 18.360649 19.019446 19.647543 21.469078 20.17508 19.806805 20.355434 20.700752 21.44394 19.064824 19.844535 20.016781
TSs33 19.888851 18.991732 19.286802 21.140491 19.095488 21.268594 20.246563 19.570663 19.898663 19.607738 20.52676 19.110045 20.541071 19.009653 19.702049 18.881197 20.481336 21.865181 20.890213 19.648035 21.504429 18.768517 20.608592 21.553297 19.22983 20.093054 19.134259 20.448217 19.874453 19.649843 20.044214 19.521412 19.305365 21.061904 20.10698 20.173074 20.43748 19.717592 19.35249 19.434754 19.299165 20.774236 19.524239 21.007163 19.868437 19.464021 21.414493 19.619807 20.238191 20.790235 19.129624 20.929164 18.071468 19.470705 19.362113 18.978044 19.033243 18.841785 19.540523 20.627492 19.700835 20.487727 21.743968 19.180351 19.06275 19.946628 18.955863 20.033137 20.108979 20.592152 20.057118 18.869038 18.502803 20.382397 21.33568 19.51889 20.617999 22.511506 0 19.858865 20.609469 20.422162 20.277017 18.995581 20.575029 19.214264 19.435811 19.099449 18.707792 20.295982 21.125681 20.883914 20.448778 19.209891 19.248705
TSs311 18.564204 17.549018 20.124795 18.987666 18.653572 19.532996 21.630413 23.03332 20.272795 19.845413 22.923455 19.758319 19.234603 18.326908 20.383998 17.524748 18.494255 18.943315 21.012151 20.784144 20.046024 18.929811 22.574264 21.770813 19.255086 19.589728 19.751738 20.058491 19.324642 19.334364 20.319312 22.403337 18.946148 20.902373 19.802018 22.230429 21.666914 18.788194 19.155995 19.750946 19.091481 19.356823 21.595835 18.591139 20.590398 19.261405 20.089114 18.569128 19.756734 19.216957 20.113247 19.438627 18.921275 19.694747 19.831222 19.054431 20.117407 21.397003 19.175946 19.306942 20.006082 19.117658 20.025929 19.135978 19.500893 20.345745 22.207965 20.145277 19.542125 25.249133 21.298779 21.908154 19.026761 19.849601 20.272712 19.89758 19.916181 20.071742 19.700292 0 19.875307 19.136678 19.516255 17.59206 20.123462 19.855368 20.692793 20.314341 19.34557 20.839096 19.634679 19.863758 19.636379 19.300404 19.227269
TSs68 19.610248 19.842845 21.196094 21.29031 19.325811 24.214185 20.045891 19.41463 20.368458 20.445637 19.469714 20.307316 19.880998 19.646922 23.285846 19.788619 19.428653 19.559736 18.817298 20.931597 22.546674 19.268595 18.607812 19.276905 19.258257 20.312466 19.450494 19.689987 20.408229 18.972168 20.530355 20.180931 19.257028 24.749493 20.931206 19.654639 18.946141 19.048294 18.753014 18.66868 20.973967 19.890184 19.263575 19.952149 19.340858 21.295428 18.762087 19.126803 18.048431 19.178806 18.915283 24.655387 19.33816 19.201822 17.768978 19.247561 18.425367 20.236877 21.072636 20.176575 18.850693 18.425233 22.890197 20.307681 19.999061 21.511738 18.664698 18.669331 19.307825 19.096115 18.871874 23.468699 19.339118 21.565538 18.744825 27.064574 18.231762 22.296286 20.974461 20.034717 0 20.025517 20.072192 19.871936 18.673601 19.645538 21.761035 21.647039 19.196725 21.844241 19.482942 20.981778 18.858883 18.685358 18.861345
TSs104 19.583006 18.366684 20.653947 19.800656 19.150144 20.586259 20.504853 19.592469 20.756564 21.068006 19.246098 20.587097 21.546145 19.345382 20.520241 18.325554 18.837386 19.021361 19.700078 19.423551 19.415491 19.004666 20.509467 20.054991 19.313961 19.794786 20.163494 21.092537 20.065688 18.878684 19.814808 19.857117 18.920684 19.390278 20.274641 19.578812 19.379546 20.645751 19.806037 19.674527 21.207257 19.922652 19.204245 19.433342 20.093429 18.757918 21.388863 19.253645 20.313173 19.940389 20.46786 20.618426 19.082667 20.359031 20.259246 20.692722 19.642969 19.615271 20.13576 19.911604 21.491903 20.3667 19.530065 21.575489 20.40223 20.600545 20.019225 20.662582 20.208484 19.201338 20.118021 20.99027 21.103135 20.280855 21.54154 21.643552 20.083844 19.855556 20.673067 19.351429 19.977429 0 20.571375 18.394828 20.203587 20.238217 20.550776 20.769506 19.895147 21.568267 19.880789 19.826938 19.709282 19.76155 19.350219
TSs58 19.291862 18.098819 19.987912 19.138134 20.132445 18.972058 20.148541 20.132043 19.782415 20.929343 21.433848 20.410171 19.691152 19.25245 20.410091 18.180369 18.273697 19.580553 20.83648 19.986432 19.417472 19.111933 19.897306 20.700406 19.34262 18.963599 19.285614 21.962188 20.273647 19.853854 20.490344 19.030859 20.584004 19.020049 20.384999 19.648938 21.535253 19.353151 21.262916 19.262272 20.255208 20.739081 19.719265 18.697556 19.538903 19.454162 20.529825 19.985085 22.430157 20.670149 20.041727 19.481308 19.060749 19.605636 20.631864 18.850904 19.798338 18.427572 19.880953 19.070787 19.372971 20.66746 18.921641 20.523084 19.628855 20.293978 19.899849 20.881667 20.959544 20.460695 20.57602 19.833818 19.206681 19.679886 20.442184 20.520638 21.430186 18.82349 20.355146 19.651337 19.917402 20.336206 0 18.107986 21.47756 20.858271 19.921334 19.850627 20.309592 19.671918 20.566538 18.872903 22.221835 19.513472 19.784997
TSs358 27.894942 40.811325 17.796751 17.899904 26.486285 19.294241 17.733744 18.036373 18.37692 17.983103 17.506787 17.91481 19.888338 29.055557 18.748403 40.545978 26.860215 25.545856 18.81902 18.305465 18.74433 30.366922 17.534726 17.404113 21.478504 19.039321 19.583772 18.096948 18.905013 25.166533 17.464438 18.085744 18.575831 18.788467 20.303749 17.688686 17.482733 20.209629 17.622354 18.577525 17.937377 18.863398 19.264218 20.56857 17.672837 19.980838 18.385248 22.408909 17.323161 20.006325 17.719873 19.231359 25.822355 22.779334 17.40595 20.337081 17.658757 19.172091 19.545307 18.581619 17.304145 17.572635 19.324803 18.208231 20.378676 18.762121 17.337038 19.253005 18.983635 17.887996 19.699421 18.159038 19.588171 18.743592 17.256785 18.862539 18.099669 18.321936 18.808984 17.471057 19.631629 18.105186 17.856927 0 17.399068 18.422313 17.524128 19.405946 18.675875 18.411349 17.731838 20.894104 18.059586 20.89698 19.246507
TSs82 18.468077 17.424719 19.086896 19.362187 18.350596 18.621867 20.621315 20.738296 19.610238 20.23367 21.339646 20.592902 19.468599 18.327986 19.335917 17.36362 17.970871 19.339016 21.037987 20.577388 18.998412 18.688196 20.837325 20.372153 18.533056 20.144669 20.499565 20.275553 19.883526 22.084238 20.534447 18.290071 23.523101 18.937966 18.894052 19.639066 21.09091 20.055762 21.715079 19.736766 19.468598 21.035123 20.146411 18.459818 19.994971 18.608869 21.229226 18.265148 21.264778 19.887264 20.172082 19.251477 18.258986 18.728039 20.339952 18.843191 21.048574 19.793987 20.012665 19.19747 19.337492 19.911119 19.503777 20.699722 20.220907 20.97107 19.3747 19.387815 20.507119 21.576594 22.299504 18.415298 19.294318 19.069725 20.382511 18.319718 21.838458 18.881884 20.28002 19.940043 18.344117 19.798603 21.208463 17.442918 0 20.259567 18.971819 20.367866 20.013697 18.727191 21.121001 20.046731 20.893299 19.032798 21.130778
TSs15 19.371031 18.602203 20.658692 19.495184 19.23205 19.559898 20.034102 21.208369 19.589404 20.20713 20.281549 19.57348 19.582458 18.801837 20.693963 18.549257 18.792359 19.104069 20.41322 20.296119 19.461037 21.013486 19.557527 20.099175 19.286935 20.627128 21.075106 19.729588 20.091438 19.179155 20.395663 19.881752 20.755937 19.422571 19.642125 19.941408 19.87736 18.123029 22.619875 19.541387 20.084917 20.453006 19.96222 19.462436 19.854041 19.919636 19.967976 19.419693 20.953659 22.543247 21.652635 19.991435 18.486191 19.241991 20.516408 19.328255 20.932577 19.903278 19.569039 20.595188 20.258973 20.005919 19.127108 21.274028 19.063165 20.487205 20.576483 20.553223 20.386522 19.494465 19.189823 20.265835 21.809191 20.887305 20.487971 20.931742 19.500828 19.732603 19.29395 20.030324 19.46448 20.057461 20.857671 18.891409 20.628819 0 20.071807 19.878983 20.554196 20.692129 20.529944 19.807906 19.513034 20.227197 18.987985
TSs3 18.422343 17.624611 21.688664 20.058258 18.521839 20.966449 20.082564 19.506067 20.083648 19.704257 18.633783 20.14338 19.13043 18.1891 21.125932 17.635523 18.212259 18.725269 18.692521 20.920562 23.004621 18.538398 19.271378 20.123973 20.28932 19.644058 19.276026 20.379085 21.514759 18.410665 21.23474 23.485815 18.607109 23.637153 19.967223 21.485465 19.042764 19.687322 19.281221 19.204619 21.357494 19.569922 19.365559 19.212446 19.729126 20.080989 18.791954 19.469647 19.290646 19.020963 21.242581 21.830872 18.386318 19.538648 20.822866 19.801949 19.3371 22.089792 20.22424 20.60102 19.377282 20.893875 21.079789 20.742455 19.753227 19.783768 21.131972 19.734893 19.461988 18.71846 19.717892 22.367388 19.840906 21.889845 19.710838 23.093527 18.625804 21.718708 19.561875 20.775495 21.673053 20.340104 20.200343 17.70105 19.297096 20.157343 0 21.159884 21.071451 21.092934 19.418889 20.272173 18.909043 20.09622 19.57334
TSs4 20.145532 19.645575 20.854857 19.192618 19.488221 20.4821 20.115595 20.800391 19.462953 19.980028 19.188408 21.537981 20.522174 19.987096 21.002335 19.509485 19.612516 18.879401 19.093956 21.024905 19.854701 19.391263 18.240627 20.006078 19.872266 20.047731 19.594315 18.814958 19.140568 19.438444 20.901231 20.040774 18.991592 21.551578 21.228056 19.901518 18.970912 19.908823 19.261873 19.544882 20.447493 19.767506 19.737504 18.460259 19.652051 20.670935 19.111521 18.805117 18.660839 19.579845 19.439262 21.409732 21.005532 19.904692 18.622552 19.23429 18.636663 20.677228 21.304112 19.49668 19.903854 18.885059 20.953269 20.975993 23.537717 21.96578 19.929499 19.500404 19.93039 20.27387 19.465588 22.298763 19.661459 21.989851 18.803711 23.535993 19.5715 20.241214 19.105467 20.547779 21.447333 20.664828 19.823965 19.580556 20.547227 19.942782 21.097302 0 19.577278 20.152801 19.529231 20.94635 18.764818 19.94668 20.508143
TSs331 19.122969 18.896853 20.162148 19.680846 18.891528 19.042844 19.545454 19.726521 19.789358 19.634702 19.886989 20.041753 19.94327 18.733654 19.619557 18.904713 19.599274 18.924609 20.101122 19.768065 19.919791 19.964573 20.296778 19.243046 20.265194 20.216872 20.377301 19.68424 20.621815 19.253648 19.230175 21.098878 21.246101 19.55663 19.955755 19.655339 18.816112 21.568473 20.659913 21.612441 20.695283 20.092656 19.230668 19.7835 20.463661 19.396195 20.464726 20.100511 19.941049 19.588169 20.632124 19.187999 18.909252 19.987366 21.206715 19.851921 20.889017 20.721828 22.553838 19.458156 21.776911 19.475309 19.430298 20.25038 20.17103 19.992471 21.261067 20.280932 20.242602 20.03033 20.395093 20.071431 22.735545 20.438264 19.88617 19.257679 20.731596 19.935611 18.772337 19.472823 19.103911 19.834757 20.278062 18.915306 20.257035 20.473487 21.044746 19.542782 0 19.65661 20.23541 19.250706 19.501699 20.406522 22.608164
TSs314B 19.271959 18.528909 20.854647 20.290088 18.498859 22.001557 20.997977 19.334943 23.94607 20.272754 19.537752 19.907086 20.480407 18.504503 21.035586 18.534806 19.04933 18.837023 20.434002 19.822176 20.794327 19.004988 21.708859 21.300129 19.448049 20.09426 19.519451 19.657966 19.629866 18.539518 20.148286 20.763364 18.923768 19.954134 20.028303 20.413672 18.972716 20.596159 19.410945 18.835703 23.244456 19.852362 18.728198 21.387726 20.342067 19.578101 20.288553 19.046639 19.051267 20.31257 19.960509 21.368594 18.388361 18.502879 19.079948 20.118672 19.120737 19.017197 19.140512 20.104334 21.498822 20.047399 20.671074 20.942931 18.317202 19.746719 19.802586 19.735198 19.498687 18.849995 19.435193 21.984928 19.272114 21.694124 21.3074 24.240215 20.075676 20.533826 20.244256 20.824527 21.713422 21.531538 19.521979 18.568485 18.857016 20.686982 21.082096 20.126685 19.653878 0 19.874567 18.746232 19.630656 19.031661 19.31802
TSs333 18.294212 17.727404 19.520009 21.016781 18.267791 19.704167 20.011133 20.246921 20.927942 20.293096 20.043595 19.27131 19.467597 17.630533 19.445027 17.729339 18.563594 19.465865 20.57636 21.58424 19.808503 18.670141 20.731047 20.406928 19.35737 20.193129 20.195593 20.641748 20.84817 18.809273 19.817415 19.21843 19.450527 20.312666 19.842655 19.882897 20.723766 20.111331 20.859034 19.013093 20.343567 20.415399 19.989008 20.05953 20.265925 19.703816 21.632889 18.819218 20.51256 19.159408 20.165196 20.941622 19.293068 19.022702 20.672471 19.633184 20.098509 20.688596 19.579079 20.09162 19.851176 21.64062 20.698681 20.428548 19.670367 19.618749 20.275259 20.094016 20.4336 19.505318 19.997277 19.038494 19.00346 19.235668 20.325728 18.136753 21.426083 20.619686 20.852154 19.458251 19.136828 19.543126 20.305749 17.691559 21.075755 20.243204 19.101365 19.313583 20.026577 19.643633 0 20.072648 20.309219 19.449352 20.002204
TSs7 20.48183 20.77624 19.409213 21.106478 20.266693 20.759338 19.446366 19.746864 19.318415 20.066006 19.574936 18.463202 19.290595 21.017144 19.137022 20.876102 20.396282 20.246285 18.930749 20.09283 20.781216 20.224679 19.580707 20.566659 19.823997 19.810337 19.797503 19.601738 20.248223 20.257564 19.44673 20.087983 18.974496 22.525943 19.560281 19.890267 19.373723 20.052385 19.574647 20.36027 19.147688 20.895729 19.829976 20.644206 19.436048 20.245187 19.712725 19.48846 18.778537 20.164481 19.825771 20.516502 20.197387 20.467039 19.831961 19.553873 18.941328 20.825366 20.422052 20.012685 19.076856 19.576171 21.809939 18.912005 21.623391 22.069998 18.837071 20.175305 20.348518 20.098131 20.001633 19.567179 18.989196 19.889404 18.968556 18.886964 19.380372 21.343286 20.713866 19.73517 20.668656 19.59474 18.869654 20.839371 20.257929 19.762335 19.996253 20.926922 19.147421 18.565544 20.22512 0 19.601004 20.329908 19.576383
TSs38 18.717267 18.33895 18.724627 19.103458 19.179899 19.014568 19.715557 20.898255 18.74807 24.85539 22.331277 19.22815 20.15504 18.21621 17.988754 18.46485 19.470681 21.212999 21.133919 18.65313 19.068237 18.723311 20.797167 20.396346 20.1915 19.690757 19.070439 19.511035 19.217918 19.276024 21.997228 19.833288 19.656157 18.714185 19.869937 19.910527 28.971246 18.839783 20.76762 19.639781 20.452628 20.272488 20.358724 20.156338 18.782533 19.794351 20.274292 19.930076 24.628243 19.447483 19.966813 18.736906 19.035548 18.822005 21.111224 19.539008 19.151606 19.44474 19.041323 18.307983 18.962524 21.225178 18.892592 18.701915 19.145945 19.672161 19.268753 20.194162 20.948936 20.988519 21.022619 18.929884 18.791791 18.788281 20.499405 17.994208 21.959255 19.321711 20.598293 19.626559 18.793416 19.823144 22.470601 18.351966 21.089228 19.456707 18.859285 18.794787 19.564582 19.763855 20.768894 19.742138 0 19.971649 19.560249
TSs10 21.549783 20.999569 20.571763 19.930499 22.016034 19.729515 19.232821 20.192991 19.288808 19.348506 18.523488 19.412098 20.765026 21.524304 19.140183 20.982556 21.960326 19.845643 20.76919 18.954184 19.613613 20.723933 19.274527 20.059103 20.62676 19.87041 20.251677 19.368755 20.466157 20.065469 19.338857 19.61296 20.477783 19.36995 20.165601 20.679255 19.708409 20.227779 19.768098 20.365745 19.924429 19.819533 20.291158 21.119042 19.980918 19.697987 19.081525 21.835452 19.519724 20.05425 20.234911 19.066719 20.706456 21.941902 20.043708 20.420287 20.009319 20.697518 19.810137 20.752505 20.14903 19.643071 19.393788 19.405451 20.617722 19.566572 20.2235 20.630731 19.618666 18.718882 19.821065 19.80584 20.168055 19.847577 20.092137 18.280028 19.78635 19.96021 19.200667 19.46804 18.53053 19.679158 19.49902 21.01813 19.292841 20.288541 20.212075 20.010486 20.457346 19.081003 19.704672 20.452279 19.891631 0 20.486419
TSs48 19.151124 19.476421 20.476841 19.390198 20.707438 18.670155 20.511678 20.339702 19.5456 19.370114 19.598748 22.160133 19.41673 19.176452 19.325061 19.439525 20.251608 20.113792 20.473492 20.141842 18.594333 20.133854 19.195531 19.312783 19.309442 19.184759 19.991141 19.302948 20.480387 19.919197 19.386679 20.160185 19.932977 19.37427 20.858072 19.399678 20.098452 28.493408 20.746782 20.947031 19.563821 19.952435 18.92759 18.999416 19.483414 19.846085 21.165051 19.868966 20.571799 20.557015 20.910876 19.775409 19.993654 20.378789 20.371257 19.713579 21.218708 18.723131 21.190061 19.170323 20.615666 19.981874 19.767027 20.314601 20.783078 19.396055 21.743765 20.227283 20.221291 20.118216 19.740362 19.43605 20.569945 19.700983 20.083532 18.381209 19.741461 20.170907 19.258993 19.341633 18.825492 19.351396 19.785091 19.472456 21.588434 19.074648 19.555748 20.569763 22.745424 19.430845 20.30146 19.787494 19.579783 20.510962 0
